"region","indicator","Unit","Date","Value"
"Wisconsin","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2013","16.2"
"Wisconsin","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2014","16.1"
"Wisconsin","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2015","16"
"Wisconsin","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2016","15.7"
"Iowa","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","1998","21.1"
"Iowa","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","1999","20.4"
"Iowa","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2000","19.8"
"Iowa","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2001","19.1"
"Iowa","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2002","20.1"
"Iowa","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2003","18.3"
"Iowa","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2004","23.2"
"Iowa","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2005","23.3"
"Iowa","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2006","17.5"
"Iowa","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2007","18.1"
"Iowa","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2008","18.1"
"Iowa","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2009","17.6"
"Iowa","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2010","17.3"
"Iowa","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2011","17.7"
"Iowa","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2012","16.8"
"Iowa","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2013","16.4"
"Iowa","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2014","17.3"
"Iowa","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2015","15.9"
"Iowa","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2016","15.7"
"Kansas","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","1998","27.5"
"Kansas","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","1999","28.5"
"Kansas","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2000","29.5"
"Kansas","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2001","29"
"Kansas","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2002","27"
"Kansas","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2003","24.9"
"Kansas","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2004","25.8"
"Kansas","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2005","26.3"
"Kansas","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2006","27"
"Kansas","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2007","27.7"
"Kansas","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2008","28.2"
"Kansas","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2009","26.4"
"Kansas","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2010","25.5"
"Kansas","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2011","26"
"Kansas","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2012","25.8"
"Kansas","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2013","26.8"
"Kansas","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2014","25.9"
"Kansas","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2015","30.2"
"Kansas","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2016","29.4"
"Minnesota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","1998","23.3"
"Minnesota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","1999","24.1"
"Minnesota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2000","24.8"
"Minnesota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2001","24.1"
"Minnesota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2002","24.1"
"Minnesota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2003","26.4"
"Minnesota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2004","27"
"Minnesota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2005","28.4"
"Minnesota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2006","29.1"
"Minnesota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2007","26.5"
"Minnesota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2008","26.4"
"Minnesota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2009","25.5"
"Minnesota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2010","21.8"
"Minnesota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2011","22.9"
"Minnesota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2012","24.6"
"Minnesota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2013","30.6"
"Minnesota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2014","27.5"
"Minnesota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2015","25.1"
"Minnesota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2016","25.3"
"Missouri","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","1998","25.4"
"Missouri","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","1999","24"
"Missouri","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2000","24"
"Missouri","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2001","24.4"
"Missouri","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2002","24.9"
"Missouri","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2003","25"
"Missouri","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2004","24.5"
"Missouri","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2005","24.3"
"Missouri","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2006","24.1"
"Missouri","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2007","23.6"
"Missouri","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2008","23.9"
"Missouri","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2009","22.6"
"Missouri","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2010","23.2"
"Missouri","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2011","23.1"
"Missouri","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2012","22.6"
"Missouri","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2013","22.8"
"Missouri","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2014","22.8"
"Missouri","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2015","22.9"
"Missouri","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2016","23"
"Nebraska","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","1998","16.7"
"Nebraska","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","1999","18"
"Nebraska","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2000","16.7"
"Nebraska","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2001","15.8"
"Nebraska","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2002","16.3"
"Nebraska","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2003","16.1"
"Nebraska","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2004","14.7"
"Nebraska","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2005","14.1"
"Nebraska","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2006","14.7"
"Nebraska","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2007","15.2"
"Nebraska","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2008","14.8"
"Nebraska","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2009","15.1"
"Nebraska","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2010","15.7"
"Nebraska","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2011","16.3"
"Nebraska","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2012","15.3"
"Nebraska","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2013","14.6"
"Nebraska","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2014","14.2"
"Nebraska","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2015","14.5"
"Nebraska","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2016","14.2"
"North Dakota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","1998","17.6"
"North Dakota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","1999","17.2"
"North Dakota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2000","17.3"
"North Dakota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2001","17.1"
"North Dakota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2002","16.7"
"North Dakota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2003","17.5"
"North Dakota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2004","15.8"
"North Dakota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2005","14.6"
"North Dakota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2006","14.7"
"North Dakota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2007","14.7"
"North Dakota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2008","14.5"
"North Dakota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2009","14"
"North Dakota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2010","17"
"North Dakota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2011","15.8"
"North Dakota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2012","13.8"
"North Dakota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2013","15"
"North Dakota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2014","15.8"
"North Dakota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2015","13.8"
"North Dakota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2016","15.4"
"South Dakota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","1998","13.8"
"South Dakota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","1999","14.6"
"South Dakota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2000","13.7"
"South Dakota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2001","12.8"
"South Dakota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2002","13.8"
"South Dakota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2003","15.5"
"South Dakota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2004","10.3"
"South Dakota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2005","9.8"
"South Dakota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2006","16.4"
"South Dakota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2007","16.2"
"South Dakota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2008","20.4"
"South Dakota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2009","16.7"
"South Dakota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2010","15.3"
"South Dakota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2011","16.3"
"South Dakota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2012","14.4"
"South Dakota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2013","14"
"South Dakota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2014","14"
"South Dakota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2015","14.5"
"South Dakota","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2016","14.4"
"Alabama","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","1998","23.8"
"Alabama","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","1999","24.5"
"Alabama","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2000","25"
"Alabama","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2001","24"
"Alabama","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2002","23.3"
"Alabama","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2003","23.1"
"Alabama","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2004","23.4"
"Alabama","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2005","23.4"
"Alabama","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2006","13.4"
"Alabama","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2007","13.8"
"Alabama","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2008","27.7"
"Alabama","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2009","25"
"Alabama","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2010","24.3"
"Alabama","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2011","24.9"
"Alabama","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2012","20.6"
"Alabama","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2013","20.4"
"Alabama","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2014","20.5"
"Alabama","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2015","20.9"
"Alabama","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2016","20.7"
"Arkansas","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","1998","19.8"
"Arkansas","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","1999","19.7"
"Arkansas","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2000","19.5"
"Arkansas","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2001","18.2"
"Arkansas","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2002","17.3"
"Arkansas","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2003","17.3"
"Arkansas","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2004","16.3"
"Arkansas","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2005","19.3"
"Arkansas","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2006","19"
"Arkansas","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2007","19"
"Arkansas","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2008","18.7"
"Arkansas","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2009","17.7"
"Arkansas","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2010","17.2"
"Arkansas","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2011","17.2"
"Arkansas","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2012","16.3"
"Arkansas","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2013","15.6"
"Arkansas","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2014","15.1"
"Arkansas","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2015","14.6"
"Arkansas","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2016","14.7"
"Florida","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","1998","19.6"
"Florida","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","1999","18.9"
"Florida","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2000","19.8"
"Florida","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2001","18.5"
"Florida","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2002","19"
"Florida","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2003","20.4"
"Florida","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2004","20.6"
"Florida","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2005","19.7"
"Florida","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2006","20"
"Florida","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2007","19.7"
"Florida","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2008","20.2"
"Florida","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2009","19.5"
"Florida","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2010","20.5"
"Florida","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2011","21.8"
"Florida","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2012","17.9"
"Florida","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2013","18.8"
"Florida","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2014","19.2"
"Florida","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2015","18.8"
"Florida","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2016","18.7"
"Georgia","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","1998","25.8"
"Georgia","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","1999","24.8"
"Georgia","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2000","25.7"
"Georgia","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2001","28.6"
"Georgia","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2002","30"
"Georgia","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2003","26.9"
"Georgia","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2004","26"
"Georgia","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2005","26.6"
"Georgia","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2006","24.1"
"Georgia","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2007","25.1"
"Georgia","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2008","25.5"
"Georgia","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2009","24.2"
"Georgia","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2010","25.2"
"Georgia","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2011","25.2"
"Georgia","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2012","24"
"Georgia","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2013","24.1"
"Georgia","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2014","24.3"
"Georgia","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2015","24.6"
"Georgia","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2016","24.5"
"Kentucky","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","1998","22.4"
"Kentucky","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","1999","22"
"Kentucky","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2000","20.9"
"Kentucky","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2001","20"
"Kentucky","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2002","20.1"
"Kentucky","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2003","19.2"
"Kentucky","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2004","19.3"
"Kentucky","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2005","20.1"
"Kentucky","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2006","20.9"
"Kentucky","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2007","20.1"
"Kentucky","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2008","20.6"
"Kentucky","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2009","19.7"
"Kentucky","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2010","19.4"
"Kentucky","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2011","19.7"
"Kentucky","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2012","19.8"
"Kentucky","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2013","19.6"
"Kentucky","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2014","18.1"
"Kentucky","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2015","17"
"Kentucky","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2016","16.3"
"Louisiana","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","1998","20"
"Louisiana","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","1999","20.2"
"Louisiana","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2000","20.5"
"Louisiana","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2001","19.7"
"Louisiana","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2002","19.1"
"Louisiana","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2003","20"
"Louisiana","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2004","24.5"
"Louisiana","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2005","24.9"
"Louisiana","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2006","17"
"Louisiana","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2007","15.6"
"Louisiana","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2008","16.7"
"Louisiana","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2009","18.9"
"Louisiana","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2010","16.7"
"Louisiana","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2011","16.6"
"Louisiana","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2012","19.6"
"Louisiana","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2013","18.7"
"Louisiana","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2014","18.9"
"Louisiana","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2015","18.8"
"Louisiana","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2016","19.2"
"Mississippi","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","1998","21.8"
"Mississippi","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","1999","22.8"
"Mississippi","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2000","21.7"
"Mississippi","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2001","22.1"
"Mississippi","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2002","20.6"
"Mississippi","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2003","19.8"
"Mississippi","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2004","20.5"
"Mississippi","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2005","22.1"
"Mississippi","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2006","22.7"
"Mississippi","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2007","19.9"
"Mississippi","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2008","20.4"
"Mississippi","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2009","19"
"Mississippi","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2010","13.8"
"Mississippi","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2011","14.8"
"Mississippi","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2012","17.3"
"Mississippi","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2013","15.8"
"Mississippi","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2014","16.4"
"Mississippi","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2015","16.1"
"Mississippi","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2016","16.7"
"North Carolina","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","1998","25.7"
"North Carolina","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","1999","25.4"
"North Carolina","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2000","23.6"
"North Carolina","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2001","25"
"North Carolina","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2002","23.6"
"North Carolina","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2003","23.4"
"North Carolina","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2004","23.2"
"North Carolina","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2005","21.6"
"North Carolina","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2006","23.4"
"North Carolina","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2007","22"
"North Carolina","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2008","22.4"
"North Carolina","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2009","22.5"
"North Carolina","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2010","19.3"
"North Carolina","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2011","18.3"
"North Carolina","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2012","19.2"
"North Carolina","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2013","22.9"
"North Carolina","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2014","22.8"
"North Carolina","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2015","23.4"
"North Carolina","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2016","23.6"
"South Carolina","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","1998","17.5"
"South Carolina","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","1999","21.3"
"South Carolina","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2000","21.4"
"South Carolina","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2001","21.2"
"South Carolina","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2002","19.4"
"South Carolina","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2003","18.2"
"South Carolina","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2004","18.8"
"South Carolina","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2005","17.8"
"South Carolina","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2006","19.3"
"South Carolina","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2007","18.2"
"South Carolina","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2008","18.8"
"South Carolina","Elementary and Secondary Education Expenditures As a Percent of Total Expenditures","%","2009","17"
