"region","indicator","Unit","Date","Value"
"Illinois","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2002","3.8014"
"Illinois","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2003","2.9557"
"Illinois","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2004","3.0361"
"Illinois","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2005","4.1133"
"Illinois","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2006","3.3588"
"Illinois","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2007","3.6102"
"Illinois","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2008","4.294"
"Illinois","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2009","5.8093"
"Illinois","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2010","7.0768"
"Illinois","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2011","6.8458"
"Illinois","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2012","6.2445"
"Illinois","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2013","6.1979"
"Indiana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1990","2.393"
"Indiana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1991","3.4898"
"Indiana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1992","5.181"
"Indiana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1993","6.3077"
"Indiana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1994","4.9365"
"Indiana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1995","5.4858"
"Indiana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1996","3.5049"
"Indiana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1997","2.5356"
"Indiana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1998","3.584"
"Indiana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1999","7.4442"
"Indiana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2000","5.7617"
"Indiana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2001","2.4646"
"Indiana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2002","1.0066"
"Indiana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2003","0.807"
"Indiana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2004","0.9619"
"Indiana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2005","0.9885"
"Indiana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2006","1.473"
"Indiana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2007","0.851"
"Indiana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2008","2.1955"
"Indiana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2009","2.4599"
"Indiana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2010","2.699"
"Indiana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2011","2.6546"
"Indiana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2012","3.4265"
"Indiana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2013","3.2888"
"Iowa","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1990","2.6968"
"Iowa","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1991","2.4306"
"Iowa","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1992","2.1644"
"Iowa","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1993","2.2559"
"Iowa","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1994","2.6309"
"Iowa","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1995","1.674"
"Iowa","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1996","0.7986"
"Iowa","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1997","0.2421"
"Iowa","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1998","0.1722"
"Iowa","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1999","0.3085"
"Iowa","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2000","0.3756"
"Iowa","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2001","0.1705"
"Iowa","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2002","0.2724"
"Iowa","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2003","0.4076"
"Iowa","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2004","0.1692"
"Iowa","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2005","0.3034"
"Iowa","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2006","0.6371"
"Iowa","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2007","0.7028"
"Iowa","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2008","0.5329"
"Iowa","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2009","0.7647"
"Iowa","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2010","0.6237"
"Iowa","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2011","0.6531"
"Iowa","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2012","2.277"
"Iowa","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2013","3.4481"
"Kansas","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1990","2.9016"
"Kansas","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1991","8.0841"
"Kansas","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1992","10.3459"
"Kansas","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1993","5.085"
"Kansas","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1994","2.8289"
"Kansas","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1995","1.807"
"Kansas","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1996","1.0709"
"Kansas","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1997","1.2143"
"Kansas","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1998","0.5262"
"Kansas","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1999","0.5227"
"Kansas","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2000","0.2228"
"Kansas","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2001","0.9252"
"Kansas","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2002","0.7364"
"Kansas","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2003","0.9179"
"Kansas","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2004","0.8774"
"Kansas","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2005","0.6922"
"Kansas","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2006","0.9768"
"Kansas","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2007","1.0086"
"Kansas","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2008","1.0706"
"Kansas","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2009","1.1353"
"Kansas","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2010","0.6659"
"Kansas","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2011","0.8359"
"Kansas","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2012","0.8316"
"Kansas","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2013","1.7672"
"Kentucky","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1990","3.1673"
"Kentucky","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1991","3.0089"
"Kentucky","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1992","4.8334"
"Kentucky","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1993","8.6826"
"Kentucky","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1994","5.4039"
"Kentucky","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1995","4.7589"
"Kentucky","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1996","3.929"
"Kentucky","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1997","3.4154"
"Kentucky","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1998","2.6597"
"Kentucky","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1999","2.5137"
"Kentucky","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2000","2.0994"
"Kentucky","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2001","1.1797"
"Kentucky","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2002","2.1501"
"Kentucky","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2003","0.8014"
"Kentucky","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2004","1.1336"
"Kentucky","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2005","1.246"
"Kentucky","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2006","1.7356"
"Kentucky","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2007","1.3203"
"Kentucky","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2008","2.1784"
"Kentucky","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2009","2.1325"
"Kentucky","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2010","3.2032"
"Kentucky","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2011","2.9524"
"Kentucky","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2012","3.4243"
"Kentucky","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2013","2.7851"
"Louisiana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1990","62.9155"
"Louisiana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1991","69.4758"
"Louisiana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1992","63.5686"
"Louisiana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1993","60.1887"
"Louisiana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1994","36.9869"
"Louisiana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1995","23.3855"
"Louisiana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1996","12.1167"
"Louisiana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1997","8.2333"
"Louisiana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1998","9.6839"
"Louisiana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1999","6.8597"
"Louisiana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2000","4.6759"
"Louisiana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2001","3.8699"
"Louisiana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2002","3.3908"
"Louisiana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2003","4.07"
"Louisiana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2004","7.352"
"Louisiana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2005","6.1455"
"Louisiana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2006","7.9762"
"Louisiana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2007","12.415"
"Louisiana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2008","16.0289"
"Louisiana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2009","16.4957"
"Louisiana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2010","12.044"
"Louisiana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2011","9.7708"
"Louisiana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2012","7.3665"
"Louisiana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2013","9.1919"
"Maine","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1990","0.7307"
"Maine","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1991","0.4042"
"Maine","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1992","0.6459"
"Maine","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1993","0.644"
"Maine","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1994","0.3219"
"Maine","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1995","0.1608"
"Maine","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1996","0.0801"
"Maine","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1997","0.1594"
"Maine","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1998","0.0794"
"Maine","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2000","0.0783"
"Maine","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2001","0.0779"
"Maine","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2002","0.1545"
"Maine","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2003","0.6127"
"Maine","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2004","0.1518"
"Maine","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2005","0.0757"
"Maine","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2006","0.681"
"Maine","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2007","0.6833"
"Maine","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2008","0.7596"
"Maine","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2009","0.3034"
"Maine","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2010","2.409"
"Maine","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2011","0.9035"
"Maine","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2012","1.279"
"Maine","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2013","0.7523"
"Maryland","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1990","24.022"
"Maryland","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1991","20.8109"
"Maryland","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1992","12.0243"
"Maryland","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1993","7.2206"
"Maryland","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1994","6.4702"
"Maryland","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1995","10.927"
"Maryland","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1996","14.2606"
"Maryland","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1997","17.2764"
"Maryland","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1998","12.4508"
"Maryland","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1999","6.5277"
"Maryland","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2000","5.6471"
"Maryland","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2001","4.9387"
"Maryland","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2002","4.1772"
"Maryland","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2003","5.6636"
"Maryland","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2004","6.8369"
"Maryland","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2005","5.5889"
"Maryland","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2006","5.3421"
"Maryland","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2007","6.1406"
"Maryland","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2008","6.7098"
"Maryland","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2009","5.5093"
"Maryland","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2010","5.6811"
"Maryland","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2011","7.7553"
"Maryland","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2012","7.3242"
"Maryland","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2013","7.7491"
"Massachusetts","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1990","11.0583"
"Massachusetts","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1991","8.1748"
"Massachusetts","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1992","5.3577"
"Massachusetts","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1993","2.013"
"Massachusetts","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1994","1.4766"
"Massachusetts","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1995","1.1235"
"Massachusetts","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1996","1.3755"
"Massachusetts","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1997","1.2528"
"Massachusetts","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1998","0.7334"
"Massachusetts","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1999","0.5857"
"Massachusetts","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2000","1.0689"
"Massachusetts","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2001","0.7186"
"Massachusetts","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2002","1.5402"
"Massachusetts","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2003","2.0673"
"Massachusetts","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2004","1.7767"
"Massachusetts","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2005","1.9535"
"Massachusetts","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2006","1.9263"
"Massachusetts","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2007","2.4032"
"Massachusetts","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2008","3.3241"
"Massachusetts","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2009","3.6096"
"Massachusetts","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2010","4.3527"
"Massachusetts","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2011","4.0379"
"Massachusetts","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2012","4.7546"
"Massachusetts","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2013","5.4167"
"Michigan","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1990","11.6632"
"Michigan","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1991","13.861"
"Michigan","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1992","10.0326"
"Michigan","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1993","5.6918"
"Michigan","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1994","3.0424"
"Michigan","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1995","3.1417"
"Michigan","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1996","1.8753"
"Michigan","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1997","1.5598"
"Michigan","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1998","2.1426"
"Michigan","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1999","2.5159"
"Michigan","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2000","3.3146"
"Michigan","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2001","4.2773"
"Michigan","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2002","4.8356"
"Michigan","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2003","2.4702"
"Michigan","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2004","1.8986"
"Michigan","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2005","1.0375"
"Michigan","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2006","1.1688"
"Michigan","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2007","1.2212"
"Michigan","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2008","2.0993"
"Michigan","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2009","2.307"
"Michigan","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2010","2.3777"
"Michigan","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2011","2.8958"
"Michigan","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2012","2.9848"
"Michigan","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2013","4.9275"
"Minnesota","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1990","2.1869"
"Minnesota","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1991","1.5312"
"Minnesota","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1992","2.002"
"Minnesota","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1993","1.4486"
"Minnesota","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1994","1.2147"
"Minnesota","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1995","0.9656"
"Minnesota","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1996","0.3395"
"Minnesota","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1997","0.3359"
"Minnesota","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1998","0.187"
"Minnesota","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1999","0.2052"
"Minnesota","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2000","0.3243"
"Minnesota","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2001","0.662"
"Minnesota","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2002","1.1754"
"Minnesota","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2003","0.929"
"Minnesota","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2004","0.5293"
"Minnesota","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2005","1.3638"
"Minnesota","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2006","0.9096"
"Minnesota","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2007","1.1351"
"Minnesota","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2008","2.222"
"Minnesota","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2009","1.3482"
"Minnesota","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2010","2.8092"
"Minnesota","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2011","2.6006"
"Minnesota","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2012","2.1937"
"Minnesota","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2013","3.5879"
"Mississippi","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1990","44.4764"
"Mississippi","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1991","47.4847"
"Mississippi","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1992","55.7221"
"Mississippi","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1993","66.3252"
"Mississippi","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1994","77.5012"
"Mississippi","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1995","71.6946"
"Mississippi","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1996","29.7298"
"Mississippi","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1997","14.0439"
"Mississippi","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1998","9.3054"
"Mississippi","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1999","6.859"
"Mississippi","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2000","4.809"
"Mississippi","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2001","4.8956"
"Mississippi","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2002","1.7063"
"Mississippi","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2003","1.3883"
"Mississippi","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2004","2.0324"
"Mississippi","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2005","1.6775"
"Mississippi","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2006","2.9548"
"Mississippi","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2007","4.5567"
"Mississippi","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2008","6.2614"
"Mississippi","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2009","8.0285"
"Mississippi","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2010","7.6838"
"Mississippi","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2011","6.4126"
"Mississippi","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2012","5.0252"
"Mississippi","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2013","2.6131"
"Missouri","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1990","5.3228"
"Missouri","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1991","11.0621"
"Missouri","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1992","22.3879"
"Missouri","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1993","25.6869"
"Missouri","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1994","18.537"
"Missouri","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1995","10.8586"
"Missouri","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1996","4.0688"
"Missouri","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1997","2.1528"
"Missouri","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1998","1.974"
"Missouri","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1999","1.726"
"Missouri","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2000","0.5174"
"Missouri","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2001","0.4612"
"Missouri","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2002","0.5994"
"Missouri","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2003","1.0693"
"Missouri","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2004","1.6335"
"Missouri","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2005","2.5344"
"Missouri","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2006","2.8754"
"Missouri","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2007","4.0657"
"Missouri","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2008","3.7892"
"Missouri","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2009","2.8893"
"Missouri","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2010","2.538"
"Missouri","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2011","2.2626"
"Missouri","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2012","2.6071"
"Missouri","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2013","4.1681"
"Montana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1990","0.3749"
"Montana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1991","0.741"
"Montana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1992","0.8477"
"Montana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1993","0.1184"
"Montana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1994","0.3483"
"Montana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1995","0.4563"
"Montana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","1999","0.1114"
"Montana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2004","0.4316"
"Montana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2005","0.7481"
"Montana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2006","0.1059"
"Montana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2007","0.8352"
"Montana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2008","0.7236"
"Montana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2009","0.4103"
"Montana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2010","0.3032"
"Montana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2011","0.7013"
"Montana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2012","0.199"
"Montana","Primary and Secondary Syphilis Incidence","Rate per 100000 Population","2013","0.4974"
